year,CO2,ERF_CO2,ERF_anthro,ERF_volc,ERF_natural,ERF_other_human,ERF_wmghg
1850,282.9542,0.108037305,0.174998164,0.194332728,0.201860807,-0.0679939,0.242992064
1851,283.08615,0.110469592,0.177514334,0.197859192,0.199927066,-0.0585544,0.236068734
1852,283.22922,0.113105314,0.180990704,0.191554105,0.192810749,-0.0542676,0.235258304
1853,283.361,0.115532365,0.185232549,0.01098643,0.002118294,-0.0581498,0.243382349
1854,283.47525,0.117635482,0.190094807,-0.022960512,-0.045681969,-0.0738627,0.263957507
1855,283.57394,0.119451462,0.193463929,0.118022357,0.08676738,-0.0667279,0.260191829
1856,283.6857,0.121507533,0.196965779,0.128167035,0.094525169,-0.0684174,0.265383179
1857,283.83517,0.124255965,0.202447932,-0.057672927,-0.08533977,-0.0736405,0.276088432
1858,283.99948,0.127275647,0.207736719,0.087809164,0.077006555,-0.0773493,0.285086019
1859,284.17548,0.130508541,0.21302658,0.162295882,0.165752208,-0.079297,0.29232358
1860,284.36646,0.134014263,0.218760067,0.187949291,0.201982815,-0.083798,0.302558067
1861,284.556,0.137491763,0.224964851,0.107672012,0.119583856,-0.0821124,0.307077251
1862,284.72614,0.140611632,0.230514473,-0.700605334,-0.700955551,-0.0826249,0.313139373
1863,284.89575,0.143720087,0.23620385,-0.295583145,-0.303125232,-0.0784088,0.31461265
1864,285.06622,0.146842573,0.243053226,0.033565922,0.018972371,-0.0796166,0.322669826
1865,285.2365,0.149959739,0.250041665,0.149773953,0.129501788,-0.0927386,0.342780265
1866,285.40417,0.153027415,0.256191994,0.18413369,0.160975417,-0.0884273,0.344619294
1867,285.57352,0.156123658,0.263510549,0.195330366,0.167788328,-0.0991878,0.362698349
1868,285.72223,0.158841487,0.270291779,0.198994665,0.181234194,-0.1100566,0.380348379
1869,285.84653,0.161112052,0.274495465,0.200196288,0.200282887,-0.1064858,0.380981265
1870,285.97577,0.163472186,0.279373888,0.200591377,0.202066429,-0.115215,0.394588888
1871,286.11676,0.166046025,0.282984197,0.20072025,0.212959706,-0.1108759,0.393860097
1872,286.28546,0.169123731,0.286997523,0.194550896,0.201111739,-0.1105977,0.397595223
1873,286.47766,0.172627984,0.292594863,-0.044495556,-0.047591475,-0.1266062,0.419201063
1874,286.6807,0.176327562,0.298146267,0.106271365,0.094797931,-0.1327217,0.430867967
1875,286.90582,0.180427641,0.303236301,0.120713754,0.093639734,-0.1270065,0.430242801
1876,287.13446,0.184587889,0.308770269,0.132862105,0.098643017,-0.1352463,0.444016569
1877,287.3658,0.188794367,0.314807806,0.176541628,0.137751567,-0.1392997,0.454107506
1878,287.60294,0.193102727,0.321046973,0.19277966,0.148326587,-0.1429045,0.463951473
1879,287.83408,0.197299327,0.327479454,0.195367085,0.152099657,-0.1553274,0.482806854
1880,288.08173,0.201792441,0.333907137,0.147625142,0.118273437,-0.1650611,0.498968237
1881,288.34674,0.206596311,0.341154445,0.146469021,0.136477643,-0.1681192,0.509273645
1882,288.6208,0.211560031,0.347736528,0.197425674,0.18330014,-0.1721172,0.519853728
1883,288.86905,0.216052671,0.35374488,-0.516673852,-0.533763498,-0.1711759,0.52492078
1884,289.12094,0.220607474,0.361142448,-1.962339963,-1.956231537,-0.1784333,0.539575748
1885,289.402,0.225686136,0.368498857,-0.678986833,-0.687355751,-0.1837772,0.552276057
1886,289.70264,0.231112562,0.376022987,-0.118183594,-0.142979929,-0.1817666,0.557789587
1887,290.01807,0.236800668,0.384448969,-0.035164517,-0.070085632,-0.1922984,0.576747369
1888,290.36148,0.242986985,0.393834874,0.137851621,0.098967957,-0.2151625,0.608997374
1889,290.7087,0.249235548,0.401883746,0.192418794,0.152115477,-0.2102035,0.612087246
1890,291.0543,0.255447614,0.411056918,0.010365196,-0.026474791,-0.2270873,0.638144218
1891,291.40805,0.261799308,0.41906243,-0.132772558,-0.144199191,-0.2241379,0.64320033
1892,291.75354,0.267995983,0.427583517,0.065306143,0.074799896,-0.2228272,0.650410717
1893,292.06732,0.273618444,0.435933102,0.198013587,0.223950358,-0.2267502,0.662683302
1894,292.37607,0.279145002,0.444773596,0.198617399,0.244351314,-0.2452429,0.690016496
1895,292.66574,0.284324865,0.452270351,0.198660105,0.225657716,-0.2486901,0.700960451
1896,292.95026,0.289408582,0.457786402,0.198528234,0.199909683,-0.2508025,0.708588902
1897,293.23364,0.294467156,0.465370951,0.198337476,0.183275907,-0.2668796,0.732250551
1898,293.54144,0.299956504,0.47319728,0.198121693,0.175353435,-0.2775103,0.75070758
1899,293.88458,0.306070211,0.482590258,0.197890502,0.165949099,-0.3057934,0.788383658
1900,294.24887,0.312553463,0.491339397,0.197646418,0.160400816,-0.3173861,0.808725497
1901,294.5829,0.318491706,0.499350503,0.197420644,0.151126702,-0.3241785,0.823529003
1902,294.9025,0.324168086,0.507434909,-0.038538001,-0.082679062,-0.3317594,0.839194309
1903,295.22495,0.329889185,0.516182836,-0.746985605,-0.772811579,-0.3497992,0.865982036
1904,295.53183,0.335328351,0.525991053,-0.292198413,-0.284732736,-0.3691027,0.895093753
1905,295.86517,0.341231352,0.536244063,0.074350095,0.067135621,-0.3909193,0.927163363
1906,296.23938,0.347850227,0.546983389,0.179251825,0.196046653,-0.4082384,0.955221789
1907,296.66336,0.355340605,0.560885634,0.017017952,0.020833092,-0.4530336,1.013919234
1908,297.0836,0.3627548,0.571789813,0.129990838,0.141918282,-0.4409294,1.012719213
1909,297.50223,0.370131525,0.5835133,0.195610138,0.19068895,-0.4536007,1.037114
1910,297.9395,0.377827012,0.596642942,0.195365312,0.178010457,-0.481247,1.077889942
1911,298.39694,0.385865607,0.608435686,0.195116361,0.159789631,-0.472115,1.080550686
1912,298.91397,0.394938129,0.621094908,-0.38742462,-0.429615608,-0.4798053,1.100900208
1913,299.45767,0.404463103,0.634647252,-0.295387077,-0.336064808,-0.5022164,1.136863652
1914,299.97137,0.413448606,0.645489149,0.006094919,-0.020885498,-0.4754865,1.120975649
1915,300.48947,0.42249616,0.656824953,0.168086839,0.180856715,-0.4612038,1.118028753
1916,301.0289,0.4319014,0.672043729,0.193406054,0.238157132,-0.4935295,1.165573229
1917,301.54367,0.440862505,0.686629275,0.193534312,0.259408582,-0.5154089,1.202038175
1918,301.98163,0.448475533,0.698798303,0.193258531,0.262908144,-0.5161381,1.214936403
1919,302.36237,0.455085677,0.707170471,0.192976646,0.229989833,-0.454289,1.161459471
1920,302.77466,0.462234995,0.720690021,0.192690694,0.198721117,-0.4938326,1.214522621
1921,303.13516,0.468478734,0.729330025,0.192400605,0.179257908,-0.4208076,1.150137625
1922,303.47736,0.474399838,0.740057351,0.053422576,0.022776021,-0.4276433,1.167700651
1923,303.8083,0.480119585,0.755497353,0.117710271,0.083085567,-0.4792355,1.234732853
1924,304.13992,0.485846115,0.763051517,0.191505641,0.164603227,-0.4640604,1.227111917
1925,304.33865,0.489274948,0.769142201,0.191199065,0.185435445,-0.4657354,1.234877601
1926,304.49445,0.491961252,0.772692711,0.190888422,0.213439865,-0.4799886,1.252681311
1927,304.6972,0.495455843,0.779235237,0.190573622,0.236822355,-0.5081958,1.287431037
1928,304.85934,0.498249091,0.784835225,0.151860601,0.182571152,-0.5136621,1.298497325
1929,305.01758,0.500973229,0.792598512,-0.036809137,-0.014054886,-0.5512517,1.343850212
1930,305.15662,0.503365919,0.798348886,0.189604587,0.212577247,-0.5303413,1.328690186
1931,305.35645,0.506803661,0.802605805,0.189273354,0.190015178,-0.4575101,1.260115905
1932,305.62253,0.511377158,0.810556121,0.003710881,-0.012099516,-0.418317,1.228873121
1933,305.93405,0.516727516,0.819854498,0.150507616,0.127770559,-0.4353177,1.255172198
1934,306.3132,0.523232786,0.832954594,0.188254931,0.173224564,-0.4834011,1.316355694
1935,306.78812,0.531371009,0.845918782,0.187907245,0.199491477,-0.5107613,1.356680082
1936,307.5229,0.543938901,0.865217095,0.18755543,0.256799427,-0.5513045,1.416521595
1937,308.24716,0.556300846,0.882111567,0.187199505,0.259735226,-0.5783941,1.460505667
1938,308.80594,0.565820298,0.893862392,0.186839456,0.248938385,-0.5327148,1.426577192
1939,309.35056,0.575083168,0.910508146,0.186475299,0.245672519,-0.5747601,1.485268246
1940,309.8546,0.583643248,0.923511891,0.186107024,0.225881514,-0.6160378,1.539549691
1941,310.301,0.591212833,0.937619142,0.185734648,0.209799348,-0.6299411,1.567560242
1942,310.65424,0.597196344,0.951579486,0.185358123,0.19095173,-0.647539,1.599118486
1943,310.8651,0.600765536,0.963440776,0.184977504,0.17191281,-0.6476834,1.611124176
1944,310.90622,0.601460959,0.970536167,0.184592765,0.176723066,-0.6332752,1.603811367
1945,310.88882,0.601166397,0.972593636,0.184203942,0.211716372,-0.5539885,1.526582136
1946,310.90097,0.601372194,0.978679676,0.183810953,0.228374823,-0.5375985,1.516278176
1947,310.97742,0.602665461,0.987048011,0.18341388,0.273469058,-0.5887097,1.575757711
1948,311.02942,0.603544997,0.996248745,0.183012698,0.288637262,-0.618972,1.615220745
1949,311.13992,0.605413692,1.005235516,0.182607381,0.27320858,-0.5734129,1.578648416
1950,311.31866,0.608434783,1.017414737,0.182197972,0.239148708,-0.6234001,1.640814837
1951,311.52695,0.611953025,1.026054071,0.181784427,0.194242291,-0.6215351,1.647589171
1952,311.84418,0.617307735,1.039726207,0.181366773,0.191812162,-0.6427599,1.682486107
1953,312.21957,0.623637706,1.05730102,0.18094502,0.178332719,-0.660777,1.71807802
1954,312.5801,0.629710363,1.075262063,0.180519124,0.178062828,-0.6686753,1.743937363
1955,312.89963,0.635087168,1.094255145,0.180089122,0.204933852,-0.7145847,1.808839845
1956,313.18756,0.639928141,1.11592678,0.179655026,0.264640015,-0.7688278,1.88475458
1957,313.48584,0.644938746,1.137074702,0.179216783,0.320145473,-0.8060134,1.943088102
1958,313.84317,0.650935986,1.154504463,0.178774449,0.327113417,-0.7883489,1.942853363
1959,314.33322,0.659149917,1.1748108,0.178327997,0.294997776,-0.8096619,1.9844727
1960,315.08557,0.671738419,1.200168213,0.177877443,0.272846806,-0.847791,2.047959213
1961,315.78238,0.683373234,1.225251136,0.166289319,0.213162077,-0.879303,2.104554136
1962,316.4977,0.695292933,1.255124576,-0.024382967,-0.010926665,-0.8781032,2.133227776
1963,317.12778,0.705771528,1.289149014,-0.912732776,-0.910852108,-0.9353759,2.224524914
1964,317.7737,0.716494749,1.318038628,-0.665329648,-0.668815582,-0.9299162,2.247954828
1965,318.3507,0.726056801,1.347662549,-0.344913345,-0.345403967,-0.9550669,2.302729449
1966,319.2792,0.74141084,1.382497694,0.108734289,0.13387543,-0.9720264,2.354524094
1967,319.97284,0.752855163,1.416373055,-0.151840982,-0.09498385,-0.992837,2.409210055
1968,320.83368,0.767026506,1.454583541,-0.035009438,0.038587123,-1.0164427,2.471026241
1969,321.77942,0.782555889,1.495002327,0.051402268,0.127978541,-1.0327688,2.527771127
1970,323.1067,0.804280677,1.545236972,0.047264237,0.125774982,-1.0945901,2.639827072
1971,324.0005,0.818865247,1.587613165,-0.089890468,-0.040053599,-1.0932648,2.680877965
1972,325.85028,0.848933712,1.647709274,0.025605628,0.073664029,-1.1524022,2.800111474
1973,328.1072,0.885411533,1.707970439,0.156062684,0.175353605,-1.1608291,2.868799539
1974,329.06967,0.900898763,1.74863769,0.024223704,0.029396095,-1.1410584,2.88969609
1975,329.3179,0.904887137,1.779932595,-0.223082429,-0.217598026,-1.1089044,2.888836995
1976,330.08688,0.917223414,1.822526569,0.036954312,0.03778974,-1.1672766,2.989803169
1977,331.7293,0.943484872,1.879581994,0.121601632,0.15254619,-1.1656809,3.045262894
1978,333.38974,0.969915374,1.937726964,0.146588282,0.223648173,-1.1639587,3.101685664
1979,335.04727,0.996181611,1.992666372,0.131145784,0.247004332,-1.1776763,3.170342672
1980,336.9834,1.026714462,2.049046938,0.085954727,0.194168988,-1.1689747,3.218021638
1981,338.3278,1.04782318,2.092900283,0.053912348,0.164669504,-1.1279298,3.220830083
1982,339.1348,1.060458226,2.134784875,-0.291765125,-0.224346397,-1.1534203,3.288205175
1983,340.63348,1.083851161,2.175400491,-0.753385418,-0.687791958,-1.0742122,3.249612691
1984,342.3177,1.110029065,2.226558655,-0.289745783,-0.275135037,-1.0904823,3.317040955
1985,343.7958,1.132908777,2.27359581,-0.025879272,-0.028491573,-1.0945678,3.36816361
1986,345.28665,1.155896265,2.324501131,-0.027459557,-0.027950179,-1.086338,3.410839131
1987,347.17352,1.184862701,2.378961363,0.050499119,0.060882106,-1.1224194,3.501380763
1988,349.47653,1.220026204,2.443487748,0.104509137,0.159915414,-1.1148248,3.558312548
1989,351.1413,1.245315819,2.494118074,0.141584426,0.258847027,-1.0973432,3.591461274
1990,352.38232,1.264099051,2.536186967,0.137264285,0.243091657,-1.1097928,3.645979767
1991,353.59357,1.282374046,2.581098746,-0.575037909,-0.470926602,-1.1953546,3.776453346
1992,354.49472,1.295934149,2.60200565,-1.787631211,-1.704284284,-1.0369777,3.63898335
1993,355.28748,1.307838108,2.626410787,-0.793963177,-0.759477285,-1.0364023,3.662813087
1994,356.61157,1.327667194,2.664467701,-0.087425647,-0.082518466,-1.082786,3.747253701
1995,358.47745,1.355497826,2.70285014,0.085922264,0.085213234,-0.9982862,3.70113634
1996,360.2,1.381076354,2.738110735,0.148747981,0.135839293,-0.9576796,3.695790335
1997,361.6819,1.40299345,2.779682356,0.169317688,0.172820817,-1.1012483,3.880930656
1998,364.0746,1.438213105,2.829943817,0.170976097,0.221374587,-1.058344,3.888287817
1999,365.99606,1.466346972,2.861074623,0.17446292,0.259369906,-0.9032814,3.764356023
2000,367.3839,1.486586451,2.887647064,0.175109766,0.285118094,-0.8609558,3.748602864
2001,368.9653,1.509564529,2.918516318,0.169849353,0.269296084,-0.85617,3.774686318
2002,371.09082,1.540311818,2.963556069,0.176633147,0.281368477,-0.9378731,3.901429169
2003,373.47882,1.574669609,3.00812235,0.160278112,0.203640737,-0.9765457,3.98466805
2004,375.2173,1.599558986,3.045805807,0.171193017,0.187769436,-0.9685907,4.014396507
2005,377.10568,1.626479406,3.084133511,0.143467141,0.133584966,-1.0009884,4.085121911
2006,379.11255,1.654957658,3.120774272,0.128362066,0.112473666,-1.0356723,4.156446572
2007,380.82916,1.679210745,3.16045701,0.114754039,0.087352406,-0.9852527,4.14570971
2008,382.8151,1.707148337,3.197946477,0.131293399,0.101411273,-0.9283021,4.126248577
2009,384.53223,1.731201087,3.229728438,0.104192286,0.074247758,-0.8523767,4.082105138
2010,386.81888,1.763083861,3.282244312,0.136801577,0.129009881,-0.8383067,4.120551012
2011,389.04242,1.793926791,3.323837174,0.09815763,0.124734025,-0.8154877,4.139324874
2012,391.20496,1.823774009,3.370314151,0.133749723,0.174694257,-0.8330353,4.203349451
2013,393.7089,1.858151886,3.415209345,0.156764925,0.20597777,-0.7418669,4.157076245
2014,395.7054,1.885424583,3.462129778,0.038630025,0.097733641,-0.7372823,4.199412078
2015,398.1178,1.91821608,3.491821447,0.038630025,0.067827318,-0.6736962,4.165517647
2016,401.1112,1.958662246,3.532954313,0.038630025,0.031042799,-0.6704862,4.203440513
2017,403.82285,1.995072001,3.574895249,0.038630025,0.021163444,-0.662084,4.236979249
2018,406.62158,2.032425891,3.612971458,0.038630025,0.01716247,-0.6606193,4.273590758
2019,409.43365,2.069730011,3.639363966,0.038630025,0.016457153,-0.6478291,4.287193066
2020,412.23865,2.106715804,3.664233474,0.038630025,0.021661391,-0.6195444,4.283777874
2021,415.02765,2.143272569,3.686829628,0.038630025,0.058187267,-0.6058261,4.292655728
2022,417.7772,2.179101069,3.707301777,0.038630025,0.098023085,-0.5918036,4.299105377
2023,420.45538,2.213801602,3.725573054,0.038630025,0.120611623,-0.5767563,4.302329354
2024,423.0669,2.247451002,3.741712537,0.038630025,0.129467279,-0.5619762,4.303688737
2025,425.60672,2.280002707,3.755782322,0.038630025,0.107422289,-0.54677,4.302552322
2026,428.0872,2.311630244,3.768072208,0.038630025,0.082437117,-0.5308567,4.298928908
2027,430.5081,2.342342933,3.778517758,0.038630025,0.056999485,-0.5144143,4.292932058
2028,432.87534,2.372229744,3.787124931,0.038630025,0.046790141,-0.4977647,4.284889631
2029,435.18326,2.401230354,3.793968713,0.038630025,0.029812024,-0.480955,4.274923713
2030,437.44153,2.429476656,3.79928277,0.038630025,0.020733466,-0.4634346,4.26271737
2031,439.64587,2.456926028,3.813914541,0.038630025,0.011800357,-0.4518837,4.265798241
2032,441.7836,2.483431383,3.826764885,0.038630025,0.013791108,-0.4403716,4.267136485
2033,443.83344,2.508741776,3.837512848,0.038630025,0.035616767,-0.4288755,4.266388348
2034,445.8031,2.532966719,3.846388316,0.038630025,0.073896715,-0.4171496,4.263537916
2035,447.69165,2.556106434,3.853555377,0.038630025,0.078460677,-0.4056042,4.259159577
2036,449.50394,2.578232165,3.859234569,0.038630025,0.095527266,-0.3940266,4.253261169
2037,451.23526,2.599296522,3.863467566,0.038630025,0.078392419,-0.3824231,4.245890666
2038,452.89355,2.619406821,3.866436351,0.038630025,0.077705951,-0.3705489,4.236985251
2039,454.478,2.638561231,3.868182515,0.038630025,0.053165716,-0.3584482,4.226630715
2040,455.98978,2.656783906,3.868785542,0.038630025,0.030036561,-0.3461639,4.214949442
2041,457.42715,2.674060846,3.868130181,0.038630025,0.009801815,-0.3420657,4.210195881
2042,458.79245,2.690427599,3.866579235,0.038630025,0.004230226,-0.3379944,4.204573635
2043,460.08252,2.705853904,3.864329075,0.038630025,0.006898225,-0.3339919,4.198320975
2044,461.2992,2.720368148,3.861432121,0.038630025,0.019313332,-0.3299571,4.191389221
2045,462.43948,2.733941118,3.857817695,0.038630025,0.055451394,-0.3260118,4.183829495
2046,463.50668,2.746617786,3.853519509,0.038630025,0.079994065,-0.3219279,4.175447409
2047,464.50015,2.758395697,3.84857338,0.038630025,0.107462508,-0.3179351,4.16650848
2048,465.42172,2.769302224,3.843045526,0.038630025,0.110096892,-0.3137547,4.156800226
2049,466.26898,2.779312539,3.836988792,0.038630025,0.08781107,-0.3093165,4.146305292
2050,467.04547,2.788472891,3.830481219,0.038630025,0.05328941,-0.3045887,4.135069919
2051,467.75208,2.796797633,3.82591338,0.038630025,0.036269769,-0.3007653,4.12667868
2052,468.39474,2.804359434,3.820905392,0.038630025,0.020597055,-0.2967964,4.117701792
2053,468.97824,2.811217542,3.815535553,0.038630025,0.009360297,-0.292775,4.108310553
2054,469.50504,2.817402781,3.809776977,0.038630025,0.013666828,-0.288669,4.098445977
2055,469.97476,2.822912913,3.80355141,0.038630025,0.0345817,-0.2845545,4.08810591
2056,470.38736,2.82774934,3.796813498,0.038630025,0.060472196,-0.2803662,4.077179698
2057,470.74237,2.831908067,3.789617715,0.038630025,0.061240793,-0.2761814,4.065799115
2058,471.04092,2.835402873,3.782007363,0.038630025,0.065528946,-0.2721096,4.054116963
2059,471.2822,2.838226352,3.773956609,0.038630025,0.068755959,-0.2678153,4.041771909
2060,471.4673,2.840391893,3.765516323,0.038630025,0.047232115,-0.2634279,4.028944223
2061,471.596,2.841897596,3.756788193,0.038630025,0.028992074,-0.2614203,4.018208493
2062,471.67743,2.842849401,3.747682742,0.038630025,0.01399038,-0.2592976,4.006980342
2063,471.7175,2.843318577,3.738186198,0.038630025,0.00868571,-0.2571812,3.995367398
2064,471.71738,2.843318496,3.728281682,0.038630025,0.006724511,-0.2550844,3.983366082
2065,471.6756,2.842830839,3.717939114,0.038630025,0.013155129,-0.2530276,3.970966714
2066,471.59207,2.841855519,3.707083829,0.038630025,0.041730829,-0.251055,3.958138829
2067,471.46667,2.840390337,3.695702627,0.038630025,0.067264714,-0.2491529,3.944855527
2068,471.29837,2.838423168,3.683834812,0.038630025,0.08141253,-0.2473271,3.931161912
2069,471.08688,2.835949902,3.671547184,0.038630025,0.075673088,-0.2454657,3.917012884
2070,470.8329,2.832978415,3.658889309,0.038630025,0.059887859,-0.2435479,3.902437209
2071,470.53418,2.829481977,3.645035556,0.038630025,0.037374974,-0.2416981,3.886733656
2072,470.18143,2.825349804,3.63063099,0.038630025,0.026480863,-0.2398057,3.87043669
2073,469.76703,2.820492496,3.615515325,0.038630025,0.018366579,-0.2379006,3.853415925
2074,469.2895,2.81489012,3.599667389,0.038630025,0.006536292,-0.2359637,3.835631089
2075,468.74948,2.808548562,3.583088717,0.038630025,0.001718189,-0.2340264,3.817115117
2076,468.14783,2.801476004,3.56578527,0.038630025,-0.003118904,-0.2320942,3.79787947
2077,467.48666,2.793693964,3.547734206,0.038630025,0.003240721,-0.2301597,3.777893906
2078,466.7637,2.785174257,3.52888908,0.038630025,0.021142244,-0.2283016,3.75719068
2079,465.98154,2.775943458,3.509263084,0.038630025,0.040504238,-0.2264405,3.735703584
2080,465.13882,2.765983353,3.488866767,0.038630025,0.05411419,-0.2246529,3.713519667
2081,464.24045,2.755347438,3.468982468,0.038630025,0.055874961,-0.222779,3.691761468
2082,463.29892,2.744181904,3.448798043,0.038630025,0.054791084,-0.2208476,3.669645643
2083,462.3285,2.732652486,3.428697722,0.038630025,0.040375629,-0.2187292,3.647426922
2084,461.32938,2.720760851,3.408648423,0.038630025,0.033698479,-0.2165087,3.625157123
2085,460.3042,2.708535137,3.388657894,0.038630025,0.012051804,-0.2141034,3.602761294
2086,459.24832,2.695918858,3.36863997,0.038630025,0.000103379,-0.2116111,3.58025107
2087,458.16272,2.68292067,3.34853046,0.038630025,-0.000867918,-0.2091045,3.55763496
2088,457.0468,2.66953188,3.328278925,0.038630025,0.000823057,-0.2065789,3.534857825
2089,455.9028,2.655776466,3.307856642,0.038630025,0.017513248,-0.2040777,3.511934342
2090,454.72833,2.641623761,3.287182703,0.038630025,0.045244038,-0.2016866,3.488869303
2091,453.52692,2.627112478,3.266546158,0.038630025,0.065657682,-0.1975084,3.464054558
2092,452.32394,2.612549442,3.246021678,0.038630025,0.092175613,-0.1933155,3.439337178
2093,451.1474,2.598273362,3.225982755,0.038630025,0.081213903,-0.1891485,3.415131255
2094,449.99377,2.584244345,3.206468819,0.038630025,0.058947293,-0.1850546,3.391523419
2095,448.86298,2.570461682,3.187452684,0.038630025,0.04127153,-0.1809821,3.368434784
2096,447.75177,2.55688884,3.168855045,0.038630025,0.020608862,-0.1769367,3.345791745
2097,446.66122,2.543539869,3.150650503,0.038630025,0.013553862,-0.1728334,3.323483903
2098,445.58798,2.530374476,3.132743458,0.038630025,0.006997983,-0.1688532,3.301596658
2099,444.53098,2.517381504,3.115097518,0.038630025,0.016504254,-0.1650128,3.280110318
2100,443.48883,2.504544748,3.097616454,0.038630025,0.038408887,-0.1612853,3.258901754